,Rooms,Price,Date,Distance
3906,3,975000.0,3/12/2016,8.7
3907,3,560000.0,4/02/2016,8.7
3908,3,560000.0,4/02/2016,8.7
3909,2,355000.0,4/06/2016,8.7
3910,3,550000.0,7/05/2016,8.7
3911,2,420000.0,7/05/2016,8.7
3912,2,399000.0,7/05/2016,8.7
3913,4,940000.0,7/05/2016,8.7
3914,3,1105000.0,7/05/2016,8.7
3915,3,730000.0,7/11/2016,8.7
3916,2,425000.0,7/11/2016,8.7
3917,3,662500.0,7/11/2016,8.7
3918,3,986500.0,8/10/2016,8.7
3919,2,410000.0,10/09/2016,8.7
3920,5,930000.0,10/09/2016,8.7
3921,3,920000.0,10/09/2016,8.7
3922,3,1320000.0,10/09/2016,8.7
3923,5,1150000.0,10/09/2016,8.7
3924,3,680000.0,10/09/2016,8.7
3925,5,990000.0,10/12/2016,8.7
3926,2,330000.0,10/12/2016,8.7
3927,3,1011000.0,11/02/2017,8.7
3928,3,847000.0,12/11/2016,8.7
3929,2,400000.0,12/11/2016,8.7
3930,4,1100000.0,14/05/2016,8.7
3931,3,1072000.0,14/05/2016,8.7
3932,2,479000.0,14/05/2016,8.7
3933,2,470000.0,14/05/2016,8.7
3934,2,510000.0,14/05/2016,8.7
3935,3,865000.0,16/04/2016,8.7
3936,2,488000.0,16/04/2016,8.7
3937,4,940000.0,16/04/2016,8.7
3938,2,570000.0,16/04/2016,8.7
3939,2,335000.0,17/09/2016,8.7
3940,4,1900000.0,17/09/2016,8.7
3941,2,429000.0,18/03/2017,8.7
3942,2,495000.0,18/03/2017,8.7
3943,3,820000.0,18/03/2017,8.7
3944,3,456000.0,18/03/2017,8.7
3945,2,566000.0,18/06/2016,8.7
3946,2,408000.0,18/06/2016,8.7
3947,4,1040000.0,18/06/2016,8.7
3948,2,470000.0,19/11/2016,8.7
3949,3,1460000.0,19/11/2016,8.7
3950,3,780000.0,22/05/2016,8.7
3951,3,675000.0,22/05/2016,8.7
3952,2,440000.0,22/08/2016,8.7
3953,4,1048700.0,23/04/2016,8.7
3954,2,400000.0,24/09/2016,8.7
3955,4,1215000.0,24/09/2016,8.7
3956,4,1180000.0,25/02/2017,8.7
3957,4,1117000.0,25/02/2017,8.7
3958,2,420000.0,25/02/2017,8.7
3959,5,1000000.0,25/02/2017,8.7
3960,4,770000.0,26/07/2016,8.7
3961,3,905000.0,27/06/2016,8.7
3962,5,1151000.0,27/06/2016,8.7
3963,3,907000.0,27/11/2016,8.7
3964,2,570000.0,27/11/2016,8.7
3965,3,820000.0,28/05/2016,8.7
3966,3,940000.0,28/05/2016,8.7
3967,4,1030000.0,28/05/2016,8.7
3968,5,1350000.0,28/05/2016,8.7
3969,4,1230000.0,28/08/2016,8.7
3970,3,460000.0,30/07/2016,8.7
3971,3,884500.0,30/07/2016,8.7
3972,3,1010000.0,30/07/2016,8.7
3973,3,820000.0,30/07/2016,8.7
3974,3,820000.0,30/07/2016,8.7
3975,2,330000.0,30/07/2016,8.7
3976,1,427000.0,3/12/2016,2.8
3977,2,1160500.0,4/03/2017,2.8
3978,2,780000.0,4/06/2016,2.8
3979,2,535000.0,7/05/2016,2.8
3980,2,450000.0,7/11/2016,2.8
3981,2,360000.0,7/11/2016,2.8
3982,2,665000.0,7/11/2016,2.8
3983,1,386000.0,10/09/2016,2.8
3984,1,659000.0,10/09/2016,2.8
3985,2,671000.0,10/12/2016,2.8
3986,2,545000.0,12/11/2016,2.8
3987,1,450000.0,12/11/2016,2.8
3988,1,432000.0,13/08/2016,2.8
3989,1,400000.0,13/08/2016,2.8
3990,1,210000.0,13/08/2016,2.8
3991,3,750000.0,15/10/2016,2.8
3992,1,375000.0,15/10/2016,2.8
3993,1,680000.0,17/09/2016,2.8
3994,2,470000.0,18/03/2017,2.8
3995,2,650000.0,18/03/2017,2.8
3996,2,483000.0,18/03/2017,2.8
3997,3,610000.0,18/06/2016,2.8
3998,1,700000.0,19/11/2016,2.8
3999,2,520000.0,19/11/2016,2.8
4000,1,440000.0,22/08/2016,2.8
4001,1,436000.0,23/04/2016,2.8
4002,2,733000.0,24/09/2016,2.8
4003,2,675000.0,24/09/2016,2.8
4004,3,1630000.0,25/02/2017,2.8
4005,3,760000.0,28/05/2016,2.8
4006,2,360000.0,28/08/2016,2.8
4007,2,390000.0,30/07/2016,2.8
4008,3,2600000.0,3/09/2016,4.1
4009,3,2350000.0,3/12/2016,4.1
4010,3,2956000.0,4/03/2017,4.1
4011,2,535000.0,4/06/2016,4.1
4012,1,400000.0,8/10/2016,4.1
4013,2,1690000.0,13/08/2016,4.1
4014,2,1020000.0,14/05/2016,4.1
4015,2,1515000.0,14/05/2016,4.1
4016,2,700000.0,16/04/2016,4.1
4017,3,2360000.0,18/06/2016,4.1
4018,3,2005000.0,18/06/2016,4.1
4019,2,702000.0,18/06/2016,4.1
4020,4,3120000.0,19/11/2016,4.1
4021,2,1025000.0,23/04/2016,4.1
4022,2,1920000.0,25/02/2017,4.1
4023,3,2623000.0,26/07/2016,4.1
4024,3,1500000.0,27/06/2016,4.1
4025,2,1630000.0,27/11/2016,4.1
4026,3,1910000.0,28/08/2016,4.1
4027,2,1320000.0,3/09/2016,11.8
4028,4,2850000.0,3/09/2016,11.8
4029,2,750000.0,4/02/2016,11.8
4030,3,2588000.0,7/11/2016,11.8
4031,5,1955000.0,8/10/2016,11.8
4032,5,1400000.0,10/12/2016,11.8
4033,2,665000.0,10/12/2016,11.8
4034,5,2714000.0,12/11/2016,11.8
4035,6,2350000.0,12/11/2016,11.8
4036,4,2200000.0,13/08/2016,11.8
4037,2,660000.0,14/05/2016,11.8
4038,3,1310000.0,15/10/2016,11.8
4039,2,540000.0,15/10/2016,11.8
4040,4,2335000.0,18/03/2017,11.8
4041,4,2000000.0,18/06/2016,11.8
4042,5,1815000.0,19/11/2016,11.8
4043,2,725000.0,19/11/2016,11.8
4044,4,3900000.0,25/02/2017,11.8
4045,2,666000.0,26/07/2016,11.8
4046,3,1200000.0,27/06/2016,11.8
4047,3,1564000.0,27/11/2016,11.8
4048,2,520000.0,28/05/2016,11.8
4049,3,670000.0,3/09/2016,6.9
4050,4,1715000.0,3/12/2016,6.9
4051,3,1055000.0,3/12/2016,6.9
4052,2,348000.0,3/12/2016,6.9
4053,4,1780000.0,4/03/2017,6.9
4054,6,2150000.0,4/03/2017,6.9
4055,5,1730000.0,4/03/2017,6.9
4056,3,1440000.0,4/03/2017,6.9
4057,4,1225000.0,4/03/2017,6.9
4058,4,1445000.0,7/05/2016,6.9
4059,3,990000.0,7/11/2016,6.9
4060,3,1400000.0,7/11/2016,6.9
4061,3,1550000.0,8/10/2016,6.9
4062,3,1170000.0,8/10/2016,6.9
4063,4,1120000.0,8/10/2016,6.9
4064,2,675000.0,8/10/2016,6.9
4065,3,880000.0,8/10/2016,6.9
4066,4,1530000.0,10/09/2016,6.9
4067,4,1350000.0,10/09/2016,6.9
4068,3,832000.0,10/09/2016,6.9
4069,2,420000.0,10/09/2016,6.9
4070,4,2400000.0,10/09/2016,6.9
4071,3,565000.0,10/09/2016,6.9
4072,2,550000.0,10/09/2016,6.9
4073,4,1211000.0,10/09/2016,6.9
4074,5,2405000.0,10/12/2016,6.9
4075,4,1395000.0,10/12/2016,6.9
4076,3,1630000.0,10/12/2016,6.9
4077,3,1160000.0,10/12/2016,6.9
4078,3,1065000.0,10/12/2016,6.9
4079,4,1361500.0,10/12/2016,6.9
4080,2,945000.0,10/12/2016,6.9
4081,1,360000.0,10/12/2016,6.9
4082,2,860000.0,11/02/2017,6.9
4083,3,1260000.0,11/02/2017,6.9
4084,4,1637000.0,12/11/2016,6.9
4085,3,1505000.0,12/11/2016,6.9
4086,2,515000.0,12/11/2016,6.9
4087,3,1100000.0,13/08/2016,6.9
4088,2,330000.0,14/05/2016,6.9
4089,3,1145000.0,14/05/2016,6.9
4090,4,1322000.0,14/05/2016,6.9
4091,2,1015000.0,14/05/2016,6.9
4092,2,750000.0,15/10/2016,6.9
4093,2,1013000.0,15/10/2016,6.9
4094,3,840000.0,15/10/2016,6.9
4095,4,1150000.0,15/10/2016,6.9
4096,5,1900000.0,15/10/2016,6.9
4097,3,890500.0,15/10/2016,6.9
4098,5,2340000.0,15/10/2016,6.9
4099,3,1370000.0,16/04/2016,6.9
4100,3,1400000.0,16/04/2016,6.9
4101,4,1310000.0,16/04/2016,6.9
4102,4,1833000.0,16/04/2016,6.9
4103,3,855000.0,16/07/2016,6.9
4104,3,930000.0,16/07/2016,6.9
4105,4,1640000.0,16/07/2016,6.9
4106,3,1480000.0,17/09/2016,6.9
4107,2,672000.0,17/09/2016,6.9
4108,2,410000.0,17/09/2016,6.9
4109,5,980000.0,18/03/2017,6.9
4110,2,1055000.0,18/03/2017,6.9
4111,2,440000.0,18/03/2017,6.9
4112,3,1435000.0,18/03/2017,6.9
4113,4,1275000.0,18/03/2017,6.9
4114,3,842500.0,18/06/2016,6.9
4115,4,1345000.0,18/06/2016,6.9
4116,1,265000.0,19/11/2016,6.9
4117,2,849000.0,19/11/2016,6.9
4118,3,1425000.0,22/05/2016,6.9
4119,3,1345000.0,22/05/2016,6.9
4120,2,330000.0,22/05/2016,6.9
4121,4,726000.0,22/05/2016,6.9
4122,3,1250000.0,23/04/2016,6.9
4123,3,870000.0,23/04/2016,6.9
4124,2,801000.0,23/04/2016,6.9
4125,3,1725000.0,24/09/2016,6.9
4126,1,415000.0,24/09/2016,6.9
4127,3,650000.0,24/09/2016,6.9
4128,2,600000.0,24/09/2016,6.9
4129,4,1505000.0,25/02/2017,6.9
4130,3,850000.0,26/07/2016,6.9
4131,1,292000.0,27/06/2016,6.9
4132,2,956000.0,27/06/2016,6.9
4133,5,1740000.0,27/06/2016,6.9
4134,3,1683000.0,27/06/2016,6.9
4135,2,574000.0,27/11/2016,6.9
4136,2,470000.0,27/11/2016,6.9
4137,3,1130000.0,27/11/2016,6.9
4138,2,730000.0,28/05/2016,6.9
4139,2,831000.0,28/05/2016,6.9
4140,3,930000.0,28/08/2016,6.9
4141,3,800000.0,28/08/2016,6.9
4142,3,1111000.0,28/08/2016,6.9
4143,2,900000.0,28/08/2016,6.9
4144,2,822500.0,28/08/2016,6.9
4145,4,1400000.0,28/08/2016,6.9
4146,1,336000.0,28/08/2016,6.9
4147,2,800000.0,30/07/2016,6.9
4148,3,1224000.0,3/09/2016,14.6
4149,3,1020000.0,3/09/2016,14.6
4150,3,1000000.0,3/09/2016,14.6
4151,1,380500.0,3/09/2016,14.6
4152,4,930000.0,3/12/2016,14.6
4153,3,1090000.0,3/12/2016,14.6
4154,4,947500.0,3/12/2016,14.6
4155,3,836000.0,3/12/2016,14.6
4156,3,1417250.0,4/02/2016,14.6
4157,3,980000.0,4/03/2017,14.6
4158,3,1110000.0,4/03/2017,14.6
4159,2,950000.0,4/06/2016,14.6
4160,4,1140000.0,4/06/2016,14.6
4161,3,750000.0,7/05/2016,14.6
4162,3,931000.0,7/11/2016,14.6
4163,4,1000000.0,7/11/2016,14.6
4164,2,655000.0,8/10/2016,14.6
4165,4,1200000.0,8/10/2016,14.6
4166,3,987000.0,10/09/2016,14.6
4167,3,937000.0,10/09/2016,14.6
4168,4,1426000.0,10/09/2016,14.6
4169,4,1016000.0,11/02/2017,14.6
4170,3,910000.0,12/11/2016,14.6
4171,4,1385000.0,14/05/2016,14.6
4172,3,785000.0,16/04/2016,14.6
4173,3,901000.0,16/07/2016,14.6
4174,4,1300000.0,17/09/2016,14.6
4175,3,975000.0,17/09/2016,14.6
4176,4,1070000.0,18/03/2017,14.6
4177,2,639000.0,19/11/2016,14.6
4178,2,605000.0,19/11/2016,14.6
4179,3,960000.0,19/11/2016,14.6
4180,3,725000.0,22/05/2016,14.6
4181,3,981000.0,22/05/2016,14.6
4182,3,975000.0,22/08/2016,14.6
4183,3,800000.0,26/07/2016,14.6
4184,4,921000.0,26/07/2016,14.6
4185,3,917000.0,26/07/2016,14.6
4186,3,890000.0,26/07/2016,14.6
4187,3,1008000.0,27/06/2016,14.6
4188,2,1191000.0,27/11/2016,14.6
4189,4,1130000.0,27/11/2016,14.6
4190,2,776000.0,27/11/2016,14.6
4191,4,1035000.0,28/05/2016,14.6
4192,3,920000.0,28/05/2016,14.6
4193,4,1160000.0,28/05/2016,14.6
4194,3,825000.0,28/05/2016,14.6
4195,3,800000.0,28/08/2016,14.6
4196,1,240000.0,30/07/2016,14.6
4197,4,1105000.0,30/07/2016,14.6
4198,3,1025000.0,3/09/2016,8.4
4199,3,826000.0,3/09/2016,8.4
4200,3,900000.0,3/12/2016,8.4
4201,3,962000.0,3/12/2016,8.4
4202,2,800000.0,4/03/2017,8.4
4203,3,785000.0,4/03/2017,8.4
4204,4,710000.0,4/06/2016,8.4
4205,3,920000.0,4/06/2016,8.4
4206,4,940000.0,4/06/2016,8.4
4207,3,655800.0,6/08/2016,8.4
4208,4,1082000.0,6/08/2016,8.4
4209,3,1210000.0,6/08/2016,8.4
4210,3,880000.0,7/05/2016,8.4
4211,1,335000.0,7/05/2016,8.4
4212,4,1260000.0,7/05/2016,8.4
4213,3,1400000.0,7/05/2016,8.4
4214,3,995000.0,7/11/2016,8.4
4215,4,1380000.0,7/11/2016,8.4
4216,3,1220000.0,8/10/2016,8.4
4217,3,785000.0,8/10/2016,8.4
4218,2,962000.0,8/10/2016,8.4
4219,4,860000.0,10/09/2016,8.4
4220,5,1220000.0,10/09/2016,8.4
4221,3,930000.0,10/09/2016,8.4
4222,3,930000.0,10/12/2016,8.4
4223,3,800000.0,10/12/2016,8.4
4224,3,1305000.0,10/12/2016,8.4
4225,3,1060000.0,10/12/2016,8.4
4226,2,485000.0,10/12/2016,8.4
4227,3,950000.0,10/12/2016,8.4
4228,2,910000.0,11/02/2017,8.4
4229,3,810000.0,12/11/2016,8.4
4230,3,776000.0,12/11/2016,8.4
4231,3,1002500.0,14/05/2016,8.4
4232,3,807500.0,14/05/2016,8.4
4233,2,1120000.0,14/05/2016,8.4
4234,3,950000.0,14/05/2016,8.4
4235,4,1620000.0,14/05/2016,8.4
4236,3,923000.0,15/10/2016,8.4
4237,2,1030000.0,15/10/2016,8.4
4238,3,1046000.0,15/10/2016,8.4
4239,3,716000.0,16/04/2016,8.4
4240,2,740000.0,16/04/2016,8.4
4241,4,970000.0,16/04/2016,8.4
4242,3,735000.0,16/04/2016,8.4
4243,2,762000.0,16/07/2016,8.4
4244,2,485000.0,16/07/2016,8.4
4245,3,950000.0,16/07/2016,8.4
4246,4,1280000.0,16/07/2016,8.4
4247,4,1040000.0,17/09/2016,8.4
4248,2,922000.0,17/09/2016,8.4
4249,5,2415000.0,17/09/2016,8.4
4250,4,1115000.0,18/03/2017,8.4
4251,3,1675000.0,18/03/2017,8.4
4252,3,1176000.0,18/06/2016,8.4
4253,4,1265000.0,18/06/2016,8.4
4254,2,801000.0,18/06/2016,8.4
4255,3,1185000.0,19/11/2016,8.4
4256,3,770000.0,19/11/2016,8.4
4257,3,1200000.0,19/11/2016,8.4
4258,3,993000.0,22/05/2016,8.4
4259,3,901000.0,22/05/2016,8.4
4260,2,650000.0,22/05/2016,8.4
4261,3,891500.0,22/08/2016,8.4
4262,4,3420000.0,22/08/2016,8.4
4263,3,805000.0,23/04/2016,8.4
4264,2,680000.0,23/04/2016,8.4
4265,4,827500.0,24/09/2016,8.4
4266,2,793000.0,24/09/2016,8.4
4267,3,988000.0,24/09/2016,8.4
4268,3,747000.0,24/09/2016,8.4
4269,3,910000.0,24/09/2016,8.4
4270,2,896000.0,24/09/2016,8.4
4271,2,890000.0,25/02/2017,8.4
4272,3,1199000.0,25/02/2017,8.4
4273,3,1100000.0,25/02/2017,8.4
4274,5,2015000.0,25/02/2017,8.4
4275,4,930000.0,26/07/2016,8.4
4276,3,1151000.0,27/06/2016,8.4
4277,4,820000.0,27/06/2016,8.4
4278,2,670000.0,27/11/2016,8.4
4279,3,1040000.0,27/11/2016,8.4
4280,4,1316000.0,27/11/2016,8.4
4281,2,816000.0,27/11/2016,8.4
4282,3,945000.0,28/05/2016,8.4
4283,1,643700.0,28/08/2016,8.4
4284,2,760000.0,28/08/2016,8.4
4285,8,881000.0,30/07/2016,8.4
4286,3,900000.0,30/07/2016,8.4
4287,3,830000.0,3/09/2016,11.2
4288,3,780000.0,3/09/2016,11.2
4289,3,1020000.0,3/12/2016,11.2
4290,1,1330000.0,3/12/2016,11.2
4291,4,1126000.0,3/12/2016,11.2
4292,3,1235000.0,4/03/2017,11.2
4293,2,457000.0,4/06/2016,11.2
4294,2,660000.0,4/06/2016,11.2
4295,3,770000.0,7/05/2016,11.2
4296,3,895500.0,7/05/2016,11.2
4297,4,1350000.0,7/11/2016,11.2
4298,3,820000.0,7/11/2016,11.2
4299,2,617500.0,10/09/2016,11.2
4300,2,490000.0,10/12/2016,11.2
4301,3,800000.0,10/12/2016,11.2
4302,3,991000.0,11/02/2017,11.2
4303,3,970000.0,12/11/2016,11.2
4304,2,657000.0,12/11/2016,11.2
4305,3,710000.0,12/11/2016,11.2
4306,3,840000.0,13/08/2016,11.2
4307,3,975000.0,13/08/2016,11.2
4308,3,600000.0,14/05/2016,11.2
4309,4,875000.0,14/05/2016,11.2
4310,3,785000.0,14/05/2016,11.2
4311,3,840000.0,15/10/2016,11.2
4312,3,1076000.0,16/04/2016,11.2
4313,4,850000.0,16/04/2016,11.2
4314,5,1400000.0,17/09/2016,11.2
4315,4,1080000.0,17/09/2016,11.2
4316,3,1065000.0,18/03/2017,11.2
4317,3,773000.0,18/06/2016,11.2
4318,3,700000.0,18/06/2016,11.2
4319,3,760000.0,18/06/2016,11.2
4320,2,1190000.0,19/11/2016,11.2
4321,3,1015000.0,22/08/2016,11.2
4322,3,875000.0,22/08/2016,11.2
4323,3,1020000.0,25/02/2017,11.2
4324,3,773000.0,26/07/2016,11.2
4325,2,522500.0,26/07/2016,11.2
4326,3,1100000.0,27/06/2016,11.2
4327,2,1007000.0,27/06/2016,11.2
4328,4,1245000.0,27/11/2016,11.2
4329,3,1155000.0,27/11/2016,11.2
4330,3,746000.0,27/11/2016,11.2
4331,4,1160000.0,28/05/2016,11.2
4332,3,1105000.0,28/05/2016,11.2
4333,2,591000.0,30/07/2016,11.2
4334,3,960000.0,30/07/2016,11.2
4335,3,815000.0,30/07/2016,11.2
4336,4,2920000.0,3/09/2016,2.3
4337,3,1635000.0,3/09/2016,2.3
4338,1,491000.0,3/09/2016,2.3
4339,2,540000.0,3/12/2016,2.3
4340,1,340000.0,3/12/2016,2.3
4341,2,726000.0,4/03/2017,2.3
4342,3,1340000.0,4/03/2017,2.3
4343,2,1105000.0,4/03/2017,2.3
4344,2,841000.0,4/03/2017,2.3
4345,2,528500.0,4/06/2016,2.3
4346,2,585000.0,4/06/2016,2.3
4347,2,645000.0,7/05/2016,2.3
4348,1,410000.0,7/11/2016,2.3
4349,2,550000.0,7/11/2016,2.3
4350,2,470000.0,7/11/2016,2.3
4351,2,470000.0,7/11/2016,2.3
4352,2,475000.0,8/10/2016,2.3
4353,2,640000.0,8/10/2016,2.3
4354,4,1330000.0,10/09/2016,2.3
4355,2,720000.0,10/12/2016,2.3
4356,2,888000.0,10/12/2016,2.3
4357,3,1325000.0,10/12/2016,2.3
4358,1,368000.0,10/12/2016,2.3
4359,3,1300000.0,11/02/2017,2.3
4360,2,450000.0,12/11/2016,2.3
4361,3,1385000.0,13/08/2016,2.3
4362,2,990000.0,15/10/2016,2.3
4363,2,440000.0,16/04/2016,2.3
4364,2,606000.0,16/04/2016,2.3
4365,1,450000.0,16/07/2016,2.3
4366,3,1470000.0,17/09/2016,2.3
4367,2,591500.0,17/09/2016,2.3
4368,2,1300000.0,18/06/2016,2.3
4369,2,1010000.0,19/11/2016,2.3
4370,2,1266000.0,19/11/2016,2.3
4371,2,620000.0,19/11/2016,2.3
4372,2,540000.0,22/08/2016,2.3
4373,2,1200000.0,24/09/2016,2.3
4374,2,630000.0,24/09/2016,2.3
4375,2,560000.0,25/02/2017,2.3
4376,2,800000.0,27/06/2016,2.3
4377,2,665500.0,27/11/2016,2.3
4378,2,550055.0,27/11/2016,2.3
4379,1,358000.0,27/11/2016,2.3
4380,1,320000.0,27/11/2016,2.3
4381,3,1000000.0,27/11/2016,2.3
4382,2,598000.0,27/11/2016,2.3
4383,2,950000.0,28/05/2016,2.3
4384,3,1065000.0,28/05/2016,2.3
4385,2,885000.0,28/08/2016,2.3
4386,2,587134.0,28/08/2016,2.3
4387,2,1286000.0,3/09/2016,5.5
4388,3,1200000.0,3/09/2016,5.5
4389,3,1382500.0,3/09/2016,5.5
4390,2,630000.0,3/09/2016,5.5
4391,4,1600000.0,3/09/2016,5.5
4392,3,1310000.0,4/03/2017,5.5
4393,2,1035000.0,4/03/2017,5.5
4394,3,1980000.0,4/03/2017,5.5
4395,2,592000.0,4/03/2017,5.5
4396,3,1335000.0,4/03/2017,5.5
4397,3,1710000.0,4/06/2016,5.5
4398,4,1590000.0,4/06/2016,5.5
4399,6,2000000.0,4/06/2016,5.5
4400,2,583000.0,6/08/2016,5.5
4401,2,418000.0,7/05/2016,5.5
4402,3,860000.0,7/05/2016,5.5
4403,2,650000.0,7/05/2016,5.5
4404,4,1700000.0,7/05/2016,5.5
4405,2,1575000.0,7/11/2016,5.5
4406,2,950000.0,7/11/2016,5.5
4407,3,1655000.0,8/10/2016,5.5
4408,4,1950000.0,8/10/2016,5.5
4409,4,905000.0,8/10/2016,5.5
4410,3,1255000.0,10/09/2016,5.5
4411,2,601000.0,10/09/2016,5.5
4412,2,1020000.0,10/09/2016,5.5
4413,1,435000.0,10/09/2016,5.5
4414,2,790000.0,10/09/2016,5.5
4415,3,990000.0,10/09/2016,5.5
4416,2,605000.0,10/09/2016,5.5
4417,4,2270000.0,10/12/2016,5.5
4418,1,385000.0,10/12/2016,5.5
4419,2,900000.0,10/12/2016,5.5
4420,4,1340000.0,10/12/2016,5.5
4421,3,1300000.0,11/02/2017,5.5
4422,4,1310000.0,12/06/2016,5.5
4423,2,1112000.0,12/06/2016,5.5
4424,2,910000.0,12/11/2016,5.5
4425,3,830000.0,12/11/2016,5.5
4426,4,2100000.0,12/11/2016,5.5
4427,3,1190000.0,12/11/2016,5.5
4428,3,865000.0,12/11/2016,5.5
4429,4,2175000.0,13/08/2016,5.5
4430,3,1085000.0,13/08/2016,5.5
4431,1,312000.0,14/05/2016,5.5
4432,1,320000.0,14/05/2016,5.5
4433,2,890000.0,14/05/2016,5.5
4434,5,2700000.0,14/05/2016,5.5
4435,2,1101000.0,14/05/2016,5.5
4436,3,926000.0,14/05/2016,5.5
4437,3,1050000.0,15/10/2016,5.5
4438,3,1010000.0,15/10/2016,5.5
4439,5,2155000.0,15/10/2016,5.5
4440,2,430000.0,15/10/2016,5.5
4441,3,1900000.0,16/04/2016,5.5
4442,2,888000.0,16/04/2016,5.5
4443,2,1020000.0,16/04/2016,5.5
4444,3,1160000.0,16/04/2016,5.5
4445,2,844000.0,16/04/2016,5.5
4446,3,1860000.0,16/04/2016,5.5
4447,3,1676000.0,16/07/2016,5.5
4448,3,900000.0,16/07/2016,5.5
4449,3,1300000.0,17/09/2016,5.5
4450,3,810000.0,17/09/2016,5.5
4451,2,701000.0,17/09/2016,5.5
4452,1,410000.0,17/09/2016,5.5
4453,2,1255000.0,18/03/2017,5.5
4454,2,665000.0,18/03/2017,5.5
4455,2,1085000.0,18/03/2017,5.5
4456,3,2315000.0,18/03/2017,5.5
4457,2,1170000.0,18/06/2016,5.5
4458,2,875000.0,18/06/2016,5.5
4459,3,1715000.0,19/11/2016,5.5
4460,3,1396500.0,19/11/2016,5.5
4461,1,422000.0,19/11/2016,5.5
4462,3,1474000.0,19/11/2016,5.5
4463,3,1340000.0,19/11/2016,5.5
4464,3,980000.0,19/11/2016,5.5
4465,2,1035000.0,22/05/2016,5.5
4466,2,460000.0,22/05/2016,5.5
4467,3,1760000.0,22/05/2016,5.5
4468,3,975000.0,22/05/2016,5.5
4469,2,1095000.0,22/08/2016,5.5
4470,3,1121000.0,22/08/2016,5.5
4471,1,370000.0,23/04/2016,5.5
4472,3,1225000.0,23/04/2016,5.5
4473,4,2004000.0,24/09/2016,5.5
4474,2,1211000.0,24/09/2016,5.5
4475,5,4300000.0,24/09/2016,5.5
4476,3,1400000.0,24/09/2016,5.5
4477,2,770000.0,24/09/2016,5.5
4478,3,1090000.0,24/09/2016,5.5
4479,4,1830000.0,24/09/2016,5.5
4480,3,1000000.0,24/09/2016,5.5
4481,2,600000.0,24/09/2016,5.5
4482,2,692000.0,25/02/2017,5.5
4483,3,980000.0,25/02/2017,5.5
4484,4,1310000.0,27/06/2016,5.5
4485,2,1050000.0,27/06/2016,5.5
4486,5,1700000.0,27/06/2016,5.5
4487,3,2160000.0,27/11/2016,5.5
4488,3,1610000.0,27/11/2016,5.5
4489,1,400000.0,27/11/2016,5.5
4490,4,1420000.0,28/05/2016,5.5
4491,4,1950000.0,28/05/2016,5.5
4492,5,1820000.0,28/05/2016,5.5
4493,4,1900000.0,28/05/2016,5.5
4494,3,1080000.0,28/08/2016,5.5
4495,2,570000.0,28/08/2016,5.5
4496,3,1450000.0,28/08/2016,5.5
4497,3,1400000.0,28/08/2016,5.5
4498,2,1340000.0,28/08/2016,5.5
4499,1,340000.0,28/08/2016,5.5
4500,4,1300000.0,28/08/2016,5.5
4501,4,2340000.0,28/08/2016,5.5
4502,2,1634000.0,28/08/2016,5.5
4503,2,910000.0,30/07/2016,5.5
4504,4,1650000.0,30/07/2016,5.5
4505,3,1130000.0,30/07/2016,5.5
4506,4,3850000.0,30/07/2016,5.5
4507,3,1510000.0,30/07/2016,5.5
4508,3,1500000.0,30/07/2016,5.5
4509,4,2315000.0,30/07/2016,5.5
4510,3,892000.0,3/09/2016,11.5
4511,2,592000.0,3/09/2016,11.5
4512,3,647000.0,3/12/2016,11.5
4513,4,865000.0,3/12/2016,11.5
4514,4,1350000.0,4/03/2017,11.5
4515,2,476000.0,6/08/2016,11.5
4516,4,830000.0,7/05/2016,11.5
4517,3,706000.0,7/11/2016,11.5
4518,4,920000.0,7/11/2016,11.5
4519,2,522000.0,8/10/2016,11.5
4520,3,358500.0,10/09/2016,11.5
4521,4,690000.0,10/09/2016,11.5
4522,4,800000.0,10/12/2016,11.5
4523,3,770000.0,11/02/2017,11.5
4524,5,1100000.0,12/11/2016,11.5
4525,3,727500.0,13/08/2016,11.5
4526,3,925000.0,15/10/2016,11.5
4527,2,475000.0,15/10/2016,11.5
4528,3,651000.0,16/07/2016,11.5
4529,3,770000.0,16/07/2016,11.5
4530,3,900000.0,16/07/2016,11.5
4531,3,815500.0,16/07/2016,11.5
4532,3,770000.0,17/09/2016,11.5
4533,2,585500.0,18/03/2017,11.5
4534,4,840000.0,18/06/2016,11.5
4535,4,1005000.0,19/11/2016,11.5
4536,2,470000.0,22/05/2016,11.5
4537,3,810000.0,22/08/2016,11.5
4538,3,550000.0,27/11/2016,11.5
4539,4,855333.0,28/08/2016,11.5
4540,5,900000.0,30/07/2016,11.5
4541,2,480000.0,30/07/2016,11.5
4542,3,680000.0,3/09/2016,14.7
4543,3,981000.0,3/12/2016,14.7
4544,4,876000.0,4/02/2016,14.7
4545,3,875000.0,4/03/2017,14.7
4546,4,651000.0,7/05/2016,14.7
4547,3,802000.0,8/10/2016,14.7
4548,3,995000.0,8/10/2016,14.7
4549,4,881500.0,10/09/2016,14.7
4550,5,900000.0,11/02/2017,14.7
4551,3,782000.0,11/03/2017,14.7
4552,2,580000.0,12/06/2016,14.7
4553,3,937500.0,12/11/2016,14.7
4554,3,1080000.0,12/11/2016,14.7
4555,3,1000000.0,12/11/2016,14.7
4556,3,1235000.0,15/10/2016,14.7
4557,4,801347.0,16/07/2016,14.7
